生徒数,訪問数,説明会,電話,A資料,B資料,C資料,販促品,エリア,販売数
1,14,0,0,3,2,2,0,東,0
6,11,0,0,9,9,9,0,東,0
8,7,0,0,9,9,9,0,東,0
1,5,0,0,9,9,9,0,東,0
11,13,0,0,2,2,3,3,東,0
12,5,0,0,2,2,2,1,東,1
3,4,0,0,1,1,1,0,東,0
3,4,0,0,1,1,1,1,東,0
2,3,0,0,1,1,3,1,東,0
7,1,0,0,1,1,3,1,東,0
5,5,0,0,1,1,1,3,東,0
6,0,0,0,3,9,9,1,東,0
2,1,0,0,3,9,9,0,東,2
6,5,0,0,1,1,1,1,東,2
2,4,0,0,1,1,1,1,東,0
5,4,0,0,1,9,9,1,東,0
3,1,0,0,1,9,9,1,東,0
29,0,0,0,9,9,9,0,東,7
3,6,0,0,3,3,3,0,東,0
2,5,0,0,3,3,3,0,東,0
6,6,0,0,1,1,1,2,東,6
6,6,0,0,3,3,3,1,東,8
5,0,0,0,9,9,9,0,東,8
6,6,0,0,2,2,2,1,東,0
13,4,0,0,2,9,9,1,東,0
13,8,0,0,2,3,9,2,東,0
14,7,0,0,1,2,2,2,東,3
1,2,0,0,1,1,1,0,東,0
44,8,0,0,2,2,2,1,東,1
30,10,0,0,3,3,3,1,東,15
58,0,0,0,9,9,9,0,東,13
8,5,0,0,3,3,3,1,東,1
13,11,0,0,3,3,3,1,東,0
7,10,0,0,3,3,3,1,東,3
8,11,0,0,3,3,3,1,東,0
15,12,0,0,3,3,3,1,東,0
13,16,0,0,3,3,3,1,東,0
13,17,0,0,3,3,3,1,東,1
6,15,0,0,3,3,3,1,東,0
13,9,0,0,3,3,3,1,東,1
15,11,0,0,2,2,2,1,東,1
29,16,0,0,2,2,2,1,東,0
28,9,0,0,2,2,2,1,東,0
8,3,0,0,3,3,3,0,東,0
0,0,0,0,9,9,9,0,東,0
6,0,0,0,9,9,9,0,東,0
1,9,0,0,3,2,2,0,東,0
4,14,0,0,3,2,2,2,東,2
9,2,0,0,9,9,9,0,東,6
6,7,0,0,2,3,3,0,東,0
1,6,0,0,9,9,9,0,東,0
9,8,0,0,9,9,2,1,東,0
0,0,0,0,9,9,9,0,東,0
2,11,0,0,1,1,2,1,東,0
5,0,0,0,9,9,9,0,東,0
5,11,0,0,1,1,2,1,東,0
21,17,0,0,1,1,2,2,東,7
0,15,0,0,2,2,9,1,東,0
11,9,0,0,1,1,9,1,東,1
1,7,0,0,2,2,2,2,東,0
2,7,0,0,2,2,2,2,東,0
7,4,0,0,1,3,3,2,東,0
5,15,0,0,1,3,3,2,東,4
3,3,0,0,9,9,9,0,東,0
4,1,0,0,9,9,9,0,東,0
4,4,0,0,3,3,3,0,東,0
5,0,0,0,9,9,2,0,東,0
3,0,0,0,9,9,2,0,東,0
4,1,0,0,2,3,2,1,東,2
6,1,0,0,3,3,3,1,東,6
13,0,0,0,9,9,9,0,東,10
7,0,0,0,2,2,9,0,東,1
2,3,0,0,2,2,2,1,東,0
13,5,0,0,1,3,3,2,東,0
13,5,0,0,1,3,3,2,東,3
7,12,0,0,9,2,9,1,東,3
1,10,0,0,9,9,9,2,東,0
3,4,0,0,2,2,3,1,東,0
15,4,0,0,2,2,3,1,東,0
2,10,0,0,3,3,3,1,東,0
15,3,0,0,2,2,3,1,東,0
10,14,0,0,3,9,3,2,東,5
13,6,0,0,1,1,1,3,東,0
8,9,0,0,2,2,2,2,東,5
5,10,0,0,9,9,9,0,東,1
3,1,0,0,3,3,3,0,東,0
1,4,0,0,9,9,9,1,東,0
29,4,0,0,2,2,2,0,東,0
15,2,0,0,2,9,9,1,東,2
14,3,0,0,2,9,9,1,東,0
0,0,0,0,9,9,9,0,東,0
1,6,0,0,1,1,1,2,東,0
3,4,0,0,1,1,2,1,東,0
16,11,0,0,1,1,2,1,東,1
2,0,0,0,9,9,9,0,東,0
2,3,0,0,1,1,2,1,東,7
6,7,0,0,1,1,2,1,東,5
7,7,0,0,1,1,2,1,東,15
8,5,0,0,2,2,2,0,東,0
8,6,0,0,2,2,2,0,東,2
8,5,0,0,2,2,2,0,東,0
7,6,0,0,2,2,2,0,東,2
7,5,0,0,2,2,2,0,東,2
7,5,0,0,2,2,2,0,東,0
7,4,0,0,2,2,2,0,東,0
4,5,0,0,9,9,9,0,東,0
1,5,0,0,9,9,9,0,東,0
8,14,0,0,1,1,3,1,東,10
4,12,0,0,3,3,3,0,東,5
6,15,0,0,3,3,3,0,東,6
0,1,0,0,9,9,9,0,東,0
9,12,0,0,3,3,3,0,東,2
2,4,0,0,9,1,9,1,東,0
23,7,0,0,2,2,3,1,東,13
30,6,0,0,2,2,3,1,東,7
8,6,0,0,2,2,3,1,東,0
15,1,0,0,2,2,3,1,東,4
9,15,0,0,1,1,1,3,東,4
0,0,0,0,3,3,3,1,東,0
0,1,0,0,3,3,3,1,東,0
13,3,0,0,9,9,9,0,東,1
6,5,0,0,1,2,1,2,東,2
0,0,0,0,2,2,2,2,東,0
29,2,0,0,1,1,1,1,東,5
2,1,0,0,1,1,1,1,東,2
1,3,0,0,1,1,3,2,東,3
2,5,0,0,2,9,9,0,東,0
9,5,0,0,9,9,9,0,東,0
16,0,0,0,9,9,9,0,東,3
16,23,0,0,1,1,1,1,東,9
9,9,0,0,3,3,3,1,東,1
6,3,0,0,2,2,9,2,東,0
1,16,0,0,1,2,2,0,東,0
2,9,0,0,1,1,9,1,東,0
4,3,0,0,3,9,3,1,東,4
6,5,0,0,1,9,3,1,東,1
15,1,0,0,1,1,1,1,東,13
6,8,0,0,9,9,9,1,東,5
3,7,0,0,9,9,9,0,東,7
9,3,0,0,2,2,2,3,東,8
2,0,0,0,9,9,9,0,東,0
0,1,0,0,9,9,9,0,東,0
1,4,0,0,1,1,9,0,東,0
0,1,0,0,9,9,9,0,東,0
6,2,0,0,9,9,9,0,東,0
4,5,0,0,3,1,1,1,東,3
5,2,0,0,9,9,9,0,東,0
29,10,0,0,1,1,2,1,東,4
28,12,0,0,1,1,2,1,東,4
28,13,0,0,1,1,2,1,東,0
28,14,0,0,1,1,2,1,東,7
30,15,0,0,1,1,9,0,東,5
29,3,0,0,1,1,9,0,東,2
13,12,0,0,2,3,3,2,東,14
3,13,0,0,1,1,1,1,東,0
3,0,0,0,9,1,9,1,東,0
4,9,0,0,1,1,2,3,東,0
3,5,0,0,1,1,9,1,東,0
5,7,0,0,1,1,2,1,東,4
15,19,0,0,1,1,1,1,東,0
2,17,0,0,1,9,9,0,東,0
15,16,0,0,1,1,2,1,東,0
14,19,0,0,1,1,1,1,東,0
0,3,0,0,3,3,9,1,東,0
0,2,0,0,3,3,9,1,東,0
4,10,0,0,3,3,9,0,東,4
3,0,0,0,9,9,9,0,東,3
1,2,0,0,3,3,3,2,東,0
5,20,0,0,9,9,9,2,東,0
3,7,0,0,1,3,1,1,東,3
2,8,0,0,3,1,1,1,東,1
5,8,0,0,1,3,1,1,東,2
15,4,0,0,9,9,9,0,東,0
7,2,0,0,2,3,3,1,東,3
0,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
28,14,0,0,2,3,3,1,東,6
2,2,0,0,9,9,9,0,東,0
5,9,0,0,9,9,9,1,東,9
9,20,0,0,1,1,1,1,東,11
8,16,0,0,1,1,1,1,東,9
8,10,0,0,1,1,1,1,東,5
8,19,0,0,1,1,1,1,東,9
0,2,0,0,9,9,9,0,東,0
0,2,0,0,9,9,9,0,東,0
3,4,0,0,9,9,9,1,東,2
29,3,0,0,1,1,2,2,東,1
6,11,0,0,9,9,1,1,東,0
5,13,0,0,2,2,1,1,東,0
4,14,0,0,9,9,1,1,東,0
2,16,0,0,3,3,2,3,東,5
28,2,0,0,2,2,2,1,東,6
1,13,0,0,1,2,2,1,東,0
2,14,0,0,9,9,9,1,東,0
6,13,0,0,2,2,9,1,東,4
3,4,0,0,1,1,2,3,東,0
8,3,0,0,1,1,2,3,東,0
7,5,0,0,1,1,2,3,東,0
1,5,0,0,1,1,2,3,東,0
5,3,0,0,1,1,2,1,東,10
6,7,0,0,1,2,2,1,東,0
29,17,0,0,1,1,9,1,東,0
7,16,0,0,1,1,9,1,東,0
0,0,0,0,9,9,9,0,東,0
5,9,0,0,2,2,9,0,東,0
30,18,0,0,1,1,9,0,東,0
5,3,0,0,1,1,9,1,東,0
15,0,0,0,9,9,9,0,東,0
8,10,0,0,1,1,1,2,東,2
6,5,0,0,1,1,9,1,東,0
7,3,0,0,1,9,9,1,東,0
9,7,0,0,1,1,9,1,東,2
3,7,0,0,1,2,2,1,東,3
7,9,0,0,1,1,9,1,東,0
3,2,0,0,9,9,9,0,東,0
1,5,0,0,9,2,9,0,東,0
13,0,0,0,9,9,9,0,東,4
3,2,0,0,9,2,9,0,東,0
8,13,0,0,2,2,9,0,東,13
0,9,0,0,9,9,9,0,東,0
6,10,0,0,2,2,2,0,東,6
1,10,0,0,2,2,9,1,東,0
6,7,0,0,2,2,9,1,東,1
3,8,0,0,2,1,1,1,東,2
28,7,0,0,9,9,9,0,東,1
0,0,0,0,9,9,9,0,東,0
5,5,0,0,3,3,3,1,東,0
7,0,0,0,9,9,9,0,東,0
3,3,0,0,2,1,2,3,東,0
3,4,0,0,9,1,2,3,東,0
0,0,0,0,9,9,9,0,東,0
1,0,0,0,2,2,2,1,東,0
0,1,0,0,9,9,2,1,東,0
23,3,0,0,9,9,9,1,東,0
0,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
1,2,0,0,9,9,9,1,東,1
1,5,0,0,9,1,9,1,東,0
3,4,0,0,9,1,9,2,東,0
3,1,0,0,2,2,9,0,東,1
7,1,0,0,2,2,9,0,東,2
11,0,0,0,2,2,9,0,東,3
4,4,0,0,1,1,9,0,東,0
5,4,0,0,1,1,9,0,東,0
13,0,0,0,9,9,9,0,東,3
10,9,0,0,1,1,2,2,東,0
13,0,0,0,9,9,9,0,東,4
17,0,0,0,9,9,9,0,東,8
11,0,0,0,9,9,9,0,東,3
14,0,0,0,9,9,9,0,東,4
14,0,0,0,9,9,9,0,東,3
9,8,0,0,3,1,1,2,東,6
5,7,0,0,1,9,1,1,東,0
8,3,0,0,1,9,1,1,東,1
7,3,0,0,1,9,1,2,東,4
7,2,0,0,1,1,1,1,東,3
14,0,0,0,9,9,9,0,東,0
7,5,0,0,1,3,1,2,東,3
9,2,0,0,1,9,1,1,東,0
3,4,0,0,3,3,3,1,東,0
1,5,0,0,2,2,3,1,東,2
3,7,0,0,3,1,1,2,東,2
1,5,0,0,1,1,2,2,東,0
1,4,0,0,3,1,1,2,東,0
2,3,0,0,1,1,2,2,東,0
2,4,0,0,3,3,3,2,東,0
1,4,0,0,3,3,3,2,東,1
2,4,0,0,3,3,3,1,東,0
12,6,0,0,2,2,2,0,東,7
14,0,0,0,9,9,9,0,東,2
6,0,0,0,9,9,9,0,東,0
9,11,0,0,9,1,9,0,東,20
6,8,0,0,3,9,9,1,東,0
13,5,0,0,9,9,9,0,東,2
4,6,0,0,1,1,9,0,東,5
4,3,0,0,9,9,9,0,東,0
6,0,0,0,9,9,9,0,東,1
4,3,0,0,2,2,1,1,東,6
6,4,0,0,9,9,9,0,東,0
4,4,0,0,9,9,9,0,東,0
3,0,0,0,9,9,9,0,東,0
2,12,0,0,9,9,9,0,東,0
2,2,0,0,9,9,9,2,東,0
13,6,0,0,3,2,3,0,東,2
1,0,0,0,9,9,9,0,東,0
13,4,0,0,3,2,3,0,東,0
0,1,0,0,9,9,9,0,東,0
15,6,0,0,9,9,9,0,東,0
3,4,0,0,1,1,1,0,東,0
7,8,0,0,1,1,1,2,東,0
10,4,0,0,1,1,1,2,東,8
3,11,0,0,1,1,1,2,東,1
0,0,0,0,9,9,9,0,東,0
18,0,0,0,9,9,9,0,東,1
2,12,0,0,1,2,1,1,東,2
1,1,0,0,1,9,9,0,東,0
4,3,0,0,1,1,1,1,東,0
9,3,0,0,2,2,3,1,東,0
15,4,0,0,2,2,3,1,東,0
0,0,0,0,9,9,9,0,東,4
15,13,0,0,3,2,2,2,東,2
6,1,0,0,1,1,1,0,東,0
2,0,0,0,9,9,9,0,東,0
5,13,0,0,1,1,2,2,東,1
4,2,0,0,9,2,9,2,東,2
0,0,0,0,9,9,9,0,東,0
14,0,0,0,9,9,9,0,東,1
14,0,0,0,9,9,9,0,東,4
15,0,0,0,9,9,9,0,東,2
8,10,0,0,9,9,9,0,東,8
6,14,0,0,2,3,3,1,東,3
2,2,0,0,9,9,9,0,東,3
13,11,0,0,1,2,2,1,東,3
1,4,0,0,1,9,9,0,東,0
3,7,0,0,3,1,3,1,東,0
21,6,0,0,1,1,2,3,東,5
15,6,0,0,1,1,2,2,東,7
2,7,0,0,1,1,2,3,東,5
13,0,0,0,9,9,9,0,東,3
30,6,0,0,9,2,2,1,東,0
9,1,0,0,9,9,9,0,東,3
8,3,0,0,9,9,9,1,東,3
8,0,0,0,9,9,9,0,東,7
8,15,0,0,1,2,2,2,東,4
5,10,0,0,2,2,9,1,東,0
1,16,0,0,2,2,2,3,東,0
11,7,0,0,1,1,2,1,東,15
10,11,0,0,1,1,2,1,東,24
8,7,0,0,1,1,2,1,東,9
4,17,0,0,1,1,2,1,東,0
43,17,0,0,1,1,2,1,東,4
1,11,0,0,3,3,9,0,東,0
9,2,0,0,9,2,2,2,東,8
30,2,0,0,9,2,2,2,東,10
4,13,0,0,2,2,2,3,東,10
4,6,0,0,2,2,9,2,東,2
5,6,0,0,1,1,2,1,東,3
3,0,0,0,2,2,2,2,東,0
3,0,0,0,2,2,2,2,東,0
2,1,0,0,2,2,2,2,東,2
3,1,0,0,2,2,2,2,東,0
2,1,0,0,2,2,2,2,東,2
3,2,0,0,2,2,2,2,東,0
1,1,0,0,2,2,2,2,東,0
5,9,0,0,9,9,9,0,東,5
0,4,0,0,9,9,9,0,東,0
0,0,0,0,9,9,9,0,東,0
9,12,0,0,2,2,2,3,東,0
3,2,0,0,1,9,9,1,東,0
7,2,0,0,9,1,9,1,東,0
1,6,0,0,1,1,2,1,東,0
6,5,0,0,1,1,1,1,東,0
0,0,0,0,9,9,9,0,東,0
3,7,0,0,1,1,9,1,東,0
0,0,0,0,9,9,9,0,東,0
14,6,0,0,1,1,1,1,東,0
15,5,0,0,2,2,3,0,東,0
6,3,0,0,2,2,3,0,東,0
7,2,0,0,2,2,9,0,東,0
0,0,0,0,9,9,9,0,西,0
0,0,0,0,9,9,9,0,西,0
8,3,0,0,1,1,1,2,西,6
8,0,0,0,9,9,9,0,西,10
6,1,0,0,9,9,9,1,西,0
5,8,0,0,2,2,2,1,西,9
0,0,0,0,9,9,9,0,西,0
13,4,0,0,2,9,9,1,西,1
13,9,0,0,3,3,3,1,西,5
30,4,0,0,2,2,2,1,西,4
6,6,0,0,2,2,2,2,西,1
0,16,0,0,2,2,2,3,西,1
5,5,0,0,2,2,3,1,西,2
13,0,0,0,9,9,9,0,西,2
14,8,0,0,1,1,3,2,西,12
2,3,0,0,1,1,1,0,西,0
10,2,0,0,1,1,1,0,西,10
18,0,0,0,1,1,1,0,西,15
6,2,0,0,9,9,9,0,西,0
5,4,0,0,9,9,9,0,西,14
9,9,0,0,1,1,1,0,西,7
2,9,0,0,9,9,1,0,西,1
3,4,0,0,9,2,1,0,西,3
3,2,0,0,2,3,3,3,西,6
2,3,0,0,9,9,9,0,西,1
7,0,0,0,9,9,9,0,西,0
5,0,0,0,9,9,9,0,西,0
13,6,0,0,9,9,9,0,西,0
4,2,0,0,2,2,9,2,西,0
1,6,0,0,3,3,3,1,西,0
13,0,0,0,9,9,9,0,西,1
13,0,0,0,9,9,9,0,西,0
0,4,0,0,1,1,9,2,西,0
1,5,0,0,1,9,9,0,西,0
3,3,0,0,3,9,9,2,西,0
6,4,0,0,1,1,9,2,西,0
5,7,0,0,1,1,2,1,西,2
8,0,0,0,9,9,9,0,西,2
0,0,0,0,9,9,9,0,西,4
30,6,0,0,2,2,2,0,西,1
29,1,0,0,2,2,2,0,西,0
24,4,0,0,2,2,2,0,西,1
14,5,0,0,3,3,2,1,西,7
3,4,0,0,1,1,1,0,西,2
4,8,0,0,1,1,1,0,西,4
1,1,0,0,2,2,9,1,西,0
14,2,0,0,1,1,9,0,西,0
3,10,0,0,2,2,1,1,西,0
3,8,0,0,2,2,2,0,西,0
8,0,0,0,9,9,9,0,西,2
8,10,0,0,1,1,1,1,西,15
3,7,0,0,9,9,9,0,西,0
0,0,0,0,9,9,9,0,西,4
11,0,0,0,9,9,9,0,西,10
5,12,0,0,9,9,9,2,西,0
0,3,0,0,9,9,9,1,西,0
15,0,0,0,9,9,9,0,西,1
6,0,0,0,9,9,9,0,西,2
13,5,0,0,3,9,9,0,西,2
15,4,0,0,1,1,2,1,西,4
3,3,0,0,9,9,9,0,西,0
14,12,0,0,1,1,1,1,西,2
2,6,0,0,9,9,9,1,西,0
2,5,0,0,3,9,9,1,西,0
4,3,0,0,9,9,9,0,西,0
5,0,0,0,9,9,9,0,西,0
2,3,0,0,9,2,9,1,西,0
5,6,0,0,1,1,2,1,西,2
2,11,0,0,3,3,3,3,西,1
1,3,0,0,9,9,9,0,西,0
7,8,0,0,3,3,3,0,西,7
4,3,0,0,9,9,9,0,西,0
21,13,0,0,1,1,1,1,西,11
8,14,0,0,9,9,9,0,西,3
4,7,0,0,9,9,9,1,西,0
3,6,0,0,2,2,2,1,西,4
15,10,0,0,2,2,2,1,西,9
7,15,0,0,1,1,1,1,西,3
30,9,0,0,1,1,1,2,西,11
6,0,0,0,9,9,9,0,西,8
1,11,0,0,9,9,2,0,西,0
30,15,0,0,2,2,2,2,西,4
2,7,0,0,2,2,2,2,西,4
29,8,0,0,1,1,9,2,西,9
8,6,0,0,9,2,9,2,西,0
9,1,0,0,2,2,9,1,西,0
28,18,0,0,9,9,9,2,西,11
60,4,0,0,2,2,2,1,西,13
2,5,0,0,1,1,9,0,西,0
4,5,0,0,9,9,9,0,西,0
0,0,0,0,9,9,9,0,西,1
7,15,0,0,2,2,1,1,西,1
1,0,0,0,9,9,9,0,西,0
6,2,0,0,1,1,1,0,西,0
9,6,0,0,9,9,9,0,西,0
5,2,0,0,9,9,9,0,西,2
0,0,0,0,9,9,9,0,西,5
22,4,0,0,3,3,3,0,西,80
15,0,0,0,9,9,9,0,西,5
1,8,0,0,2,1,1,3,西,0
7,9,0,0,2,1,1,3,西,0
15,0,0,0,9,9,9,0,西,6
8,10,0,0,2,9,9,1,西,1
6,5,0,0,2,9,9,1,西,0
4,2,0,0,3,3,3,1,西,0
13,13,0,0,1,3,3,1,西,1
15,14,0,0,9,9,9,1,西,0
4,3,0,0,1,1,1,1,西,0
1,3,0,0,2,2,9,2,西,0
8,0,0,0,9,9,9,0,西,3
6,9,0,0,2,2,2,1,西,0
3,1,0,0,2,2,2,1,西,0
6,3,0,0,3,3,3,0,西,0
4,3,0,0,1,1,9,0,西,2
4,5,0,0,9,9,9,0,西,0
4,7,0,0,9,1,1,1,西,4
6,7,0,0,9,1,1,1,西,0
28,14,0,0,9,9,9,0,西,8
14,5,0,0,1,1,1,1,西,5
2,3,0,0,9,9,9,1,西,3
5,7,0,0,1,1,9,0,西,6
13,5,0,0,9,1,9,0,西,8
28,8,0,0,9,1,9,1,西,2
5,17,0,0,9,9,9,0,西,6
8,8,0,0,1,9,9,0,西,4
3,4,0,0,1,9,9,0,西,2
11,5,0,0,9,1,9,0,西,2
1,3,0,0,9,9,9,0,西,0
0,0,0,0,9,9,9,0,西,0
13,3,0,0,9,9,9,1,西,9
20,3,0,0,3,3,3,1,西,10
8,3,0,0,3,3,3,1,西,9
16,3,0,0,3,3,3,1,西,0
0,2,0,0,3,3,3,1,西,0
15,5,0,0,3,3,3,1,西,9
8,3,0,0,1,1,1,0,西,0
0,0,0,0,9,9,9,0,西,0
14,17,0,0,1,1,1,2,西,1
5,3,0,0,1,1,1,2,西,3
7,1,0,0,3,9,9,1,西,1
5,2,0,0,9,9,9,1,西,0
8,4,0,0,2,2,2,1,西,12
4,6,0,0,1,1,1,0,西,5
13,5,0,0,3,3,9,2,西,4
29,1,0,0,9,9,9,0,西,0
8,13,0,0,1,1,9,1,西,0
8,0,0,0,9,9,9,0,西,0
24,3,0,0,1,1,9,0,西,0
7,0,0,0,9,9,9,0,西,0
1,4,0,0,1,1,1,1,西,0
3,4,0,0,1,1,1,1,西,1
8,0,0,0,9,9,9,0,西,1
9,0,0,0,2,2,3,1,西,0
1,1,0,0,3,3,3,2,西,1
28,13,0,0,1,1,3,2,西,6
14,0,0,0,9,9,9,0,西,2
13,0,0,0,9,9,9,0,西,5
14,5,0,0,2,3,9,0,西,1
9,2,0,0,9,9,9,0,西,0
6,3,0,0,1,1,1,0,西,0
29,16,0,0,2,2,2,1,西,18
4,3,0,0,2,2,2,1,西,0
6,4,0,0,9,9,9,0,西,4
0,4,0,0,9,9,9,0,西,0
0,6,0,0,9,9,9,0,西,0
0,3,0,0,9,9,9,0,西,0
15,8,0,0,9,9,9,0,西,1
28,7,0,0,9,9,9,0,西,8
0,0,0,0,9,9,9,0,西,0
7,8,0,0,3,3,3,0,西,0
12,7,0,0,9,9,9,0,西,4
11,4,0,0,9,9,9,0,西,0
0,0,0,0,9,9,9,0,西,2
7,3,0,0,9,9,9,0,西,0
14,0,0,0,9,9,9,0,西,3
0,0,0,0,9,9,9,0,西,7
0,0,0,0,9,9,9,0,西,16
0,0,0,0,9,9,9,0,西,8
9,0,0,0,9,9,9,0,西,0
4,8,0,0,2,2,9,0,西,3
0,0,0,0,9,9,9,0,西,0
5,4,0,0,2,2,2,2,西,0
7,6,0,0,2,2,2,2,西,2
8,3,0,0,2,2,2,2,西,1
0,0,0,0,9,9,9,0,西,5
0,0,0,0,9,9,9,0,西,4
6,8,0,0,2,2,2,1,西,3
0,0,0,0,9,9,9,0,西,0
1,0,0,0,9,9,9,0,西,1
1,5,0,0,3,3,3,1,西,4
7,3,0,0,2,2,2,1,西,18
1,1,0,0,2,2,3,1,西,2
7,8,0,0,2,2,2,1,西,2
13,10,0,0,2,2,2,1,西,4
12,12,0,0,1,1,3,1,西,0
7,4,0,0,3,3,3,1,西,0
1,5,0,0,1,1,1,1,西,0
5,7,0,0,1,1,3,1,西,8
14,0,0,0,9,9,9,0,西,0
4,2,0,0,2,2,2,1,西,0
2,1,0,0,2,3,2,0,西,2
6,16,0,0,2,2,2,0,西,2
9,13,0,0,2,2,2,0,西,7
7,3,0,0,2,9,9,0,西,0
3,2,0,0,2,9,9,0,西,0
5,7,0,0,9,9,9,0,西,7
5,10,0,0,9,9,9,0,西,3
8,1,0,0,9,9,9,1,西,0
8,1,0,0,9,9,9,1,西,1
19,1,0,0,1,1,9,0,西,0
15,0,0,0,1,1,9,0,西,0
14,9,0,0,1,1,1,1,西,12
6,2,0,0,1,1,1,2,西,4
5,2,0,0,9,9,9,0,西,0
0,3,0,0,9,9,9,0,西,1
6,5,0,0,1,1,2,1,西,0
14,13,0,0,2,2,2,1,西,4
13,4,0,0,2,2,2,1,西,8
22,4,0,0,2,2,2,1,西,6
8,0,0,0,2,3,3,1,西,1
8,0,0,0,3,3,3,1,西,3
8,0,0,0,9,9,9,0,西,1
7,0,0,0,9,9,9,0,西,0
29,16,0,0,1,1,2,1,西,22
4,5,0,0,1,1,2,1,西,0
20,18,0,0,1,1,2,1,西,0
20,18,0,0,1,1,2,1,西,0
23,17,0,0,1,1,2,1,西,5
0,4,0,0,9,9,9,0,西,2
3,8,0,0,1,1,1,1,西,7
5,3,0,0,9,9,9,0,西,3
0,5,0,0,3,3,3,1,西,3
30,6,0,0,3,3,3,1,西,7
0,5,0,0,3,3,3,1,西,3
15,7,0,0,9,9,1,0,西,0
5,3,0,0,3,3,3,2,西,0
6,13,0,0,2,2,2,1,西,1
15,4,0,0,3,3,3,1,西,1
8,0,0,0,9,9,9,0,西,0
8,9,0,0,1,9,9,1,西,7
9,10,0,0,1,9,9,1,西,14
3,9,0,0,1,9,9,0,西,4
14,0,0,0,9,9,9,0,西,13
7,0,0,0,9,9,9,0,西,2
4,2,0,0,1,1,3,0,西,0
4,5,0,0,9,9,9,2,西,0
2,15,0,0,3,3,3,1,西,7
3,11,0,0,3,3,3,1,西,4
0,6,0,0,9,9,9,0,西,4
1,13,0,0,2,2,2,0,西,0
4,5,0,0,3,3,3,0,西,3
9,5,0,0,3,3,3,0,西,5
11,10,0,0,2,2,3,1,西,15
4,8,0,0,3,3,3,0,西,0
4,17,0,0,1,1,2,3,西,2
5,3,0,0,2,2,2,1,西,0
5,8,0,0,2,3,3,3,西,11
13,0,0,0,9,9,9,0,西,2
9,0,0,0,9,9,9,0,西,0
11,6,0,0,2,2,9,1,西,0
6,11,0,0,3,3,3,0,西,1
0,0,0,0,1,1,1,1,西,0
4,9,0,0,1,1,1,0,西,0
9,9,0,0,1,3,3,2,西,5
2,9,0,0,2,9,3,2,西,0
4,0,0,0,9,9,9,0,西,2
5,0,0,0,9,9,9,0,西,1
30,16,0,0,1,1,2,1,西,7
9,16,0,0,1,2,2,1,西,20
2,19,0,0,1,1,9,0,西,0
4,10,0,0,1,1,2,1,西,5
0,0,0,0,9,9,9,0,西,1
6,5,0,0,2,2,2,1,西,0
1,12,0,0,1,1,3,2,西,0
5,19,0,0,1,1,3,2,西,0
14,13,0,0,1,1,3,2,西,0
0,1,0,0,9,9,9,0,西,0
9,18,0,0,1,1,3,2,西,0
13,19,0,0,1,1,3,2,西,0
0,1,0,0,9,9,9,0,西,0
0,0,0,0,9,9,9,0,西,0
8,19,0,0,1,1,3,2,西,1
4,10,0,0,2,2,2,1,西,7
5,10,0,0,2,2,2,1,西,0
1,2,0,0,2,2,2,1,西,0
23,12,0,0,2,2,2,1,西,0
5,14,0,0,1,1,1,1,西,7
4,10,0,0,1,1,1,1,西,0
15,0,0,0,9,9,9,0,西,3
7,2,0,0,2,9,9,1,西,2
2,2,0,0,2,9,9,1,西,0
9,2,0,0,2,3,9,1,西,1
9,3,0,0,2,9,9,1,西,11
8,11,0,0,2,2,9,1,西,2
0,0,0,0,9,9,9,0,西,0
28,16,0,0,2,2,2,1,西,22
14,17,0,0,2,9,9,2,西,2
13,16,0,0,2,2,2,3,西,6
2,20,0,0,9,3,9,0,西,0
6,4,0,0,3,3,3,1,西,6
12,8,0,0,9,9,9,0,西,14
37,11,0,0,9,9,9,0,西,15
3,6,0,0,2,2,2,1,西,2
5,7,0,0,1,9,9,0,西,0
9,7,0,0,1,1,1,1,西,5
0,0,0,0,9,9,9,0,西,0
0,0,0,0,9,9,9,0,西,4
4,3,0,0,1,1,2,1,西,0
5,7,0,0,9,9,9,0,西,2
2,6,0,0,1,3,1,1,西,5
3,0,0,0,2,3,3,2,西,0
0,0,0,0,9,9,9,0,西,4
0,0,0,0,9,9,9,0,西,0
7,7,0,0,2,2,2,1,西,13
0,0,0,0,9,9,9,0,西,5
4,6,0,0,9,2,3,3,西,5
8,5,0,0,2,9,9,2,西,1
0,0,0,0,9,9,9,0,西,0
2,3,0,0,2,3,3,0,西,0
1,12,0,0,9,9,9,0,西,0
3,2,0,0,9,9,9,0,西,3
1,2,0,0,9,9,9,0,西,0
14,1,0,0,2,2,9,2,西,4
2,2,0,0,9,9,9,0,西,1
2,6,0,0,2,9,2,2,西,0
4,5,0,0,1,1,3,1,西,1
2,5,0,0,9,9,9,0,西,0
9,6,0,0,1,1,1,1,西,0
45,7,0,0,1,1,1,2,西,6
9,0,0,0,9,9,9,0,西,0
4,9,0,0,9,1,9,0,西,0
4,0,0,0,9,9,9,0,西,0
0,0,0,0,9,9,9,0,西,0
0,0,0,0,9,9,9,0,西,0
0,7,0,0,9,9,9,0,西,0
7,0,0,0,3,3,3,0,西,0
7,3,0,0,1,1,2,1,西,8
